date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-08-26,0,20,0,0,0,0,,,15,6103,91,55148,41,,,36043,36043
2020-08-27,0,20,0,0,0,0,,,15,6120,89,55132,40,,,36043,36043
2020-08-28,0,20,0,0,0,0,,,15,6137,88,55116,40,,,36043,36043
2020-08-29,0,20,0,0,0,0,,,15,6153,86,55100,39,,,36043,36043
2020-08-30,0,20,0,0,0,0,,,16,6169,84,55085,38,,,36043,36043
2020-08-31,0,20,0,0,0,0,,,16,6185,83,55070,38,,,36043,36043
2020-09-01,0,20,0,0,0,0,,,16,6200,81,55056,37,,,36043,36043
2020-09-02,0,20,0,0,0,0,,,16,6215,80,55041,36,,,36043,36043
2020-09-03,0,20,0,0,0,0,,,16,6230,78,55027,35,,,36043,36043
2020-09-04,0,20,0,0,0,0,,,16,6244,77,55013,35,,,36043,36043
2020-09-05,0,20,0,0,0,0,,,16,6259,76,55000,34,,,36043,36043
2020-09-06,0,20,0,0,0,0,,,16,6273,74,54986,34,,,36043,36043
2020-09-07,0,20,0,0,0,0,,,16,6286,73,54973,33,,,36043,36043
2020-09-08,0,20,0,0,0,0,,,17,6300,71,54960,32,,,36043,36043
2020-09-09,0,20,0,0,0,0,,,17,6313,70,54948,32,,,36043,36043
2020-09-10,0,20,0,0,0,0,,,17,6326,69,54935,31,,,36043,36043
2020-09-11,0,20,0,0,0,0,,,17,6339,68,54923,31,,,36043,36043
2020-09-12,0,20,0,0,0,0,,,17,6351,66,54911,30,,,36043,36043
2020-09-13,0,20,0,0,0,0,,,17,6364,65,54899,29,,,36043,36043
2020-09-14,0,20,0,0,0,0,,,17,6376,64,54888,29,,,36043,36043
2020-09-15,0,20,0,0,0,0,,,17,6387,63,54877,28,,,36043,36043
2020-09-16,0,20,0,0,0,0,,,17,6399,62,54866,28,,,36043,36043
2020-09-17,0,20,0,0,0,0,,,17,6410,60,54855,27,,,36043,36043
2020-09-18,0,20,0,0,0,0,,,17,6422,59,54844,27,,,36043,36043
2020-09-19,0,20,0,0,0,0,,,18,6433,58,54834,26,,,36043,36043
2020-09-20,0,20,0,0,0,0,,,18,6443,57,54823,26,,,36043,36043
2020-09-21,0,20,0,0,0,0,,,18,6454,56,54813,25,,,36043,36043
2020-09-22,0,20,0,0,0,0,,,18,6464,55,54803,25,,,36043,36043
2020-03-03,0,579,0,46,0,75,,,58,73,44,384814,48,,,36071,36071
2020-03-04,0,579,0,46,0,75,,,58,95,56,384780,60,,,36071,36071
2020-03-05,0,579,0,46,0,75,,,58,123,70,384737,75,,,36071,36071
2020-03-06,0,579,0,46,0,75,,,58,157,88,384685,93,,,36071,36071
2020-03-07,0,579,0,46,0,75,,,58,199,110,384622,114,,,36071,36071
2020-03-08,0,579,0,46,0,75,,,58,251,136,384546,138,,,36071,36071
2020-03-09,0,579,0,46,0,75,,,58,313,168,384455,167,,,36071,36071
2020-03-10,0,579,0,46,0,75,,,58,388,205,384347,201,,,36071,36071
2020-03-11,0,579,0,46,0,75,,,58,478,248,384219,239,1,4,36071,36071
2020-03-12,0,579,0,46,0,75,,,58,584,298,384069,282,1,16,36071,36071
2020-03-13,0,579,0,46,0,75,1.5,4,59,710,357,383893,333,6,33,36071,36071
2020-03-14,0,579,0,46,0,75,1.88,2.54,59,858,426,383683,394,6,45,36071,36071
2020-03-15,0,579,0,46,0,75,2.48,1.84,59,1034,506,383434,468,11,76,36071,36071
2020-03-16,1,579,0,46,0,75,2.68,1.36,59,1242,602,383137,556,15,108,36071,36071
2020-03-17,1,579,1,46,0,75,2.86,1.06,59,1491,716,382784,661,32,174,36071,36071
2020-03-18,1,579,1,46,0,75,2.68,0.86,59,1785,850,382366,785,51,249,36071,36071
2020-03-19,1,579,1,46,1,75,2.58,0.72,60,2134,1010,381869,932,84,396,36071,36071
2020-03-20,2,579,2,46,1,75,2.4,0.62,60,2550,1200,381279,1107,163,694,36071,36071
2020-03-21,2,579,2,46,1,75,2.34,0.54,60,3042,1424,380581,1312,247,1003,36071,36071
2020-03-22,2,579,2,46,1,75,2.28,0.48,61,3625,1691,379754,1556,389,1333,36071,36071
2020-03-23,3,579,3,46,2,75,2.18,0.42,61,4317,2006,378775,1843,498,1564,36071,36071
2020-03-24,4,579,4,46,2,75,2.08,0.38,62,5137,2378,377616,2182,638,1722,36071,36071
2020-03-25,5,579,4,46,2,75,1.98,0.34,63,6119,2823,376232,2585,751,1931,36071,36071
2020-03-26,5,579,5,46,3,75,1.7,0.52,64,7252,3336,374636,3048,911,2165,36071,36071
2020-03-27,7,579,6,46,4,75,1.81,0.33,65,8600,3941,372760,3575,1101,2473,36071,36071
2020-03-28,8,579,8,46,4,75,1.74,0.34,66,10166,4632,370662,4107,1247,2700,36071,36071
2020-03-29,9,579,9,46,5,75,1.82,0.2,68,11949,5392,368350,4636,1435,2906,36071,36071
2020-03-30,11,579,11,46,6,75,1.85,0.11,70,13946,6205,365837,5153,1556,3091,36071,36071
2020-03-31,13,579,13,46,8,75,1.74,0.14,72,16145,7050,363153,5637,1756,3368,36071,36071
2020-04-01,15,579,15,46,9,75,1.74,0.0800000000000001,74,18534,7912,360326,6076,1993,3759,36071,36071
2020-04-02,17,579,17,46,10,75,1.72,0.04,77,21088,8763,357404,6443,2397,4469,36071,36071
2020-04-03,20,579,19,46,12,75,1.69,0.03,80,23774,9577,354442,6720,2741,5171,36071,36071
2020-04-04,23,579,22,46,13,75,1.67,0.0100000000000002,84,26549,10320,351499,6888,3102,5887,36071,36071
2020-04-05,25,579,25,46,15,75,1.59,0.0500000000000003,89,29371,10961,348631,6933,3397,6419,36071,36071
2020-04-06,29,579,28,46,16,75,1.55,0.03,95,32181,11479,345896,6859,3599,6821,36071,36071
2020-04-07,32,579,31,46,18,75,1.48,0.04,102,34935,11851,343347,6653,3865,7266,36071,36071
2020-04-08,35,579,33,46,19,75,1.46,0.04,109,37581,12057,341032,6323,4090,7619,36071,36071
2020-04-09,37,579,36,46,21,75,1.38,0.0600000000000001,116,40070,12083,338984,5881,4532,8512,36071,36071
2020-04-10,40,579,38,46,22,75,1.33,0.0499999999999998,125,42370,11929,337162,5404,4847,9076,36071,36071
2020-04-11,42,579,41,46,23,75,1.28,0.04,133,44494,11643,335408,5034,5027,9459,36071,36071
2020-04-12,44,579,42,46,24,75,1.23,0.05,142,46484,11290,333709,4742,5182,9796,36071,36071
2020-04-13,45,579,44,46,24,75,1.21,0.03,152,48367,10906,332074,4495,5578,10561,36071,36071
2020-04-14,46,579,45,46,25,75,1.17,0.03,161,50156,10507,330502,4278,5716,10764,36071,36071
2020-04-15,47,579,46,46,25,75,1.13,0.03,171,51859,10106,328996,4080,5888,11113,36071,36071
2020-04-16,48,579,46,46,25,75,1.11,0.01,181,53486,9708,327553,3897,6084,11429,36071,36071
2020-04-17,48,579,47,46,25,75,1.08,0.02,191,55039,9318,326173,3724,6266,11822,36071,36071
2020-04-18,48,579,47,46,25,75,1.05,0.03,201,56524,8938,324853,3558,6379,12120,36071,36071
2020-04-19,48,579,47,46,25,75,1.08,0.0600000000000001,210,57943,8569,323592,3401,6482,12295,36071,36071
2020-04-20,48,579,47,46,25,75,1.07,0.0899999999999999,220,59299,8211,322388,3249,6561,12514,36071,36071
2020-04-21,48,579,47,46,24,75,1.08,0.0799999999999999,230,60594,7864,321237,3104,6690,12815,36071,36071
2020-04-22,48,579,46,46,24,75,1.06,0.0999999999999999,240,61832,7529,320138,2965,6816,13088,36071,36071
2020-04-23,47,579,46,46,23,75,1.07,0.11,249,63014,7205,319090,2831,7155,13962,36071,36071
2020-04-24,46,579,45,46,23,75,1.09,0.11,258,64143,6893,318089,2703,7973,15892,36071,36071
2020-04-25,46,579,44,46,22,75,1.07,0.13,267,65219,6592,317136,2580,8106,16402,36071,36071
2020-04-26,45,579,44,46,22,75,1.08,0.12,276,66249,6303,316225,2462,8238,16857,36071,36071
2020-04-27,44,579,43,46,21,75,1.06,0.12,285,67229,6024,315358,2349,8374,17366,36071,36071
2020-04-28,43,579,42,46,20,75,1.04,0.12,294,68164,5757,314531,2240,8488,17854,36071,36071
2020-04-29,42,579,41,46,20,75,1.03,0.11,302,69055,5499,313744,2136,8650,18572,36071,36071
2020-04-30,41,579,40,46,19,75,1.01,0.11,310,69906,5253,312993,2037,8751,19258,36071,36071
2020-05-01,40,579,39,46,19,75,0.99,0.0900000000000001,318,70717,5015,312277,1941,8910,19938,36071,36071
2020-05-02,39,579,38,46,18,75,0.96,0.0800000000000001,325,71490,4787,311594,1851,8967,20391,36071,36071
2020-05-03,38,579,37,46,17,75,0.9,0.04,333,72227,4568,310945,1764,9015,20764,36071,36071
2020-05-04,37,579,36,46,17,75,0.9,0.04,340,72929,4359,310325,1680,9144,21504,36071,36071
2020-05-05,36,579,35,46,16,75,0.89,0.07,347,73599,4158,309736,1601,9215,21942,36071,36071
2020-05-06,35,579,34,46,16,75,0.89,0.07,354,74236,3966,309174,1525,9328,23010,36071,36071
2020-05-07,34,579,33,46,15,75,0.89,0.07,360,74844,3782,308639,1453,9402,23778,36071,36071
2020-05-08,33,579,32,46,14,75,0.88,0.0600000000000001,367,75422,3605,308130,1383,9486,24384,36071,36071
2020-05-09,32,579,31,46,14,75,0.88,0.08,373,75973,3437,307645,1317,9543,24862,36071,36071
2020-05-10,31,579,30,46,13,75,0.88,0.0600000000000001,379,76497,3275,307184,1254,9584,25223,36071,36071
2020-05-11,30,579,29,46,13,75,0.89,0.07,384,76997,3121,306744,1194,9632,25691,36071,36071
2020-05-12,29,579,28,46,12,75,0.89,0.09,390,77473,2974,306325,1136,9693,26244,36071,36071
2020-05-13,28,579,27,46,12,75,0.88,0.08,395,77927,2832,305926,1082,9771,27105,36071,36071
2020-05-14,27,579,27,46,11,75,0.89,0.09,400,78359,2698,305547,1029,9825,27817,36071,36071
2020-05-15,26,579,26,46,11,75,0.88,0.1,405,78768,2569,305187,980,9879,28478,36071,36071
2020-05-16,25,579,25,46,10,75,0.88,0.1,410,79158,2447,304845,932,9943,29076,36071,36071
2020-05-17,24,579,24,46,10,75,0.88,0.1,414,79529,2330,304519,887,9965,29421,36071,36071
2020-05-18,23,579,23,46,9,75,0.87,0.13,419,79882,2218,304209,844,9988,29760,36071,36071
2020-05-19,23,579,22,46,9,75,0.87,0.13,422,80218,2112,303914,803,10043,30524,36071,36071
2020-05-20,21,579,21,46,9,75,0.87,0.13,425,80538,2010,303634,764,10092,31394,36071,36071
2020-05-21,20,579,20,46,8,75,0.87,0.13,428,80842,1914,303367,727,10142,32097,36071,36071
2020-05-22,19,579,19,46,8,75,0.87,0.13,431,81131,1821,303113,691,10197,32806,36071,36071
